source_portable_path,original_sha256,original_bytes,staged_path,staged_sha256,staged_bytes,role,transformation,path_replacements
outputs/abd_eval300_formal_v1/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_17_14.json,69df15f93d8ec14ea43a8dd0bc25501d37c062e75ccdb3848bf10da9b292d389,1561,content/abd_lineage/00_formal/raw_run/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_17_14.json,041775d345263ca1e62f9a444daf8e82451f4df7c8b8a989d88e31427281039e,1463,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_17_31.json,a0e57a3d3f5acf92042ccc0820ecf5761b6d78b8d505c64188271ac313bf5906,1530,content/abd_lineage/00_formal/raw_run/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_17_31.json,9f973444981ba9ada52184dbf490c1eff2e7a28245e4c20462a687eba67c5e04,1432,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_17_7.json,f0674ff634cf40206636f43742c3db1de372a8dfe53133d56391ad4cf33629a7,1509,content/abd_lineage/00_formal/raw_run/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_17_7.json,3bd73f8d57af57cc549d1d7353c3e1cbebc5198f8ef5139cd394d33e9195fe51,1411,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_1_1.json,1a7979c245783367d4781f22b125ff32b965852390c9bc3c80b9175fb0b09ea6,1698,content/abd_lineage/00_formal/raw_run/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_1_1.json,fb417f55ea39cc4e05076a3459843aec123a3a7f0316b82386bebdcbfae4e26c,1600,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_1_3.json,7ec7778cbbccb52852296987022269f2751e51cd498639a3cd8b22316e56789b,1655,content/abd_lineage/00_formal/raw_run/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_1_3.json,f1815e9e02674cfbc76365f2369160462ebfdce894b949aff79ec7b751c9233b,1557,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_2_2.json,75ebe86d34c84919a6cd044a7fc21589269b4e4efc713feba1ff81bbd36855eb,1468,content/abd_lineage/00_formal/raw_run/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_2_2.json,e3ff04deab62087b5f5e54f9e1d82e2ccfbb802998738e4d79313db57b302c68,1370,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_2_4.json,44fc751e0d957b12adc754c066afff967d47c4dd1ac638d273fdda4a79fb3903,1493,content/abd_lineage/00_formal/raw_run/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_2_4.json,13a29f9cfbc0f0aaf8bde9fa58654d5e330599cd4c16b1ccb567d2223bc0b461,1395,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_3_21.json,74e32ce7ca51f65eeaea634d10e2895499b69dc4999d96f28254a20168493dec,1676,content/abd_lineage/00_formal/raw_run/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_3_21.json,69f97b69e3daf50e1531d0375a04fdca3bcb0d27bb5e2807952b9cbc03370fd0,1578,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_3_23.json,0c6de7486ecd5aa0422b3b0bd7109c351d3f04336c631baad0fde47c68c8560d,1573,content/abd_lineage/00_formal/raw_run/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_3_23.json,d9736b2fffbf9109cecc1699229425c1117695b242691e2ef362e8fce1d453e0,1475,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_3_6.json,1cd7c749b28c0e863f0c4894e12f1a517e45be162485b9b05289e30a23b5a02a,1629,content/abd_lineage/00_formal/raw_run/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_3_6.json,5940cbf74ef544b01329f1ca71f23ee6a1506ab08e17e3f535d137d832ff6cb0,1531,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_4_1.json,531749a215679486ecf8a3f70d35d75be8a8f78ef7a6a9c545c5ce0a4b806930,1596,content/abd_lineage/00_formal/raw_run/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_4_1.json,8950dd711d531292f15b35b8f819d84cae019dd79ebd34b00de8cdc90cdaf1cd,1498,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_4_25.json,ae04a14fb86d11802da410be6109a3c13a73ee303597e0cf52253598fa6c68ef,1520,content/abd_lineage/00_formal/raw_run/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_4_25.json,0ab02ae9415034c6b13e5b01dc44525b2650540eafa84f57189d9c677396c583,1422,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_5_29.json,76ffbd673198b9cf91ae1a23b729c09be7c8e460337079dd4f7494dc0ab1ed3a,1691,content/abd_lineage/00_formal/raw_run/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_5_29.json,cfc145d184bb7bed6e7946367eee165beaa67fe103132f9e2a872c556db0828d,1593,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_5_5.json,e28ba994c21898691944971135037b34b88f06d3ddd81e4feb6959bae30316d1,1599,content/abd_lineage/00_formal/raw_run/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_5_5.json,f59c46087d09306572e2d4d8d6102cef8a66e8eae913d656e5f3dd99e5a4de63,1501,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_6_2.json,e1848e6bcd17b96a8406eaced079cc916047c47f613a8ad488394c17d39406ca,1672,content/abd_lineage/00_formal/raw_run/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_6_2.json,23cb30cbb945e63e3dd16ddc6843dbdc7557afdd37ddc10327c44021adc6f19a,1574,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_6_24.json,5f0255535261195d61ef396abd511f30dab0e2fef134b06c6c63719b7a21d86a,1704,content/abd_lineage/00_formal/raw_run/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_6_24.json,c7bbc74874185130e0a7bb7e16cca1e304d6199ec6bbcc4155da122eb53a7aa5,1606,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_6_3.json,370237d4ed70fdae038ee40828d19ae23217c304f97d3346d2a0bf1fe25aee75,1524,content/abd_lineage/00_formal/raw_run/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_6_3.json,3d7250307016d19758052c56e892790e0a5156d6a12ed75efc843e9b7510f463,1426,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_6_4.json,1346c38c4c3eecd6667155646671ce0c71f732cd6879fa703e1f01a5bde1ea10,1591,content/abd_lineage/00_formal/raw_run/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_6_4.json,613ab502bd8750cd39a2c1f51cecdcecbd9867e2c28c807dbba2a678957c1b05,1493,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_7_10.json,dd09ed30e9c086757a02daddf4daf7fed7cd3dda466b7af0a72deda332145589,1577,content/abd_lineage/00_formal/raw_run/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_7_10.json,76ed52cd8f59ecdb692baec01ea1dc28815f26abee9e7c1fc10767f8dbdbdb5a,1479,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_7_22.json,b5e5145cf4833e0983bbeabaf63f10d7d15efc22cd6442f7aea0682bfab427eb,1703,content/abd_lineage/00_formal/raw_run/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_7_22.json,8ce8645864ca69e5b7da369427d067b96bbc70b7cce574be9114119d3f699e66,1605,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_8_13.json,faf75c77b41b016ce1d11cd78d3191eeb617c815f62e1a03d85d47b36e6e2991,1553,content/abd_lineage/00_formal/raw_run/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_8_13.json,3eab75667f0b1f1ad356f75fa92746761b4788d6003eea58ea78207ec8d7cfcd,1455,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_8_26.json,3ec266579237cad14460b175bbf9b91d59c5225ddcdcde1336463812269266eb,1546,content/abd_lineage/00_formal/raw_run/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_8_26.json,cf690ac70a48a096bac863148c2ace44432988da25fa9d4ff3badb82d93647c4,1448,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_8_8.json,64d018ad9b6ac47ab7a136046735c5a75d0ede448ff66905da85a393a9dacfac,1453,content/abd_lineage/00_formal/raw_run/task_artifacts/A__115774b6-534d-444f-b7aa-d1b834eb0ee7_8_8.json,23a739aeef356fddc77b82686b3ec939dd94af70f58bfaa3f6be58caa092eceb,1355,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_11_1.json,df35682647438be2c0cdbcfca52fca88a6bb067a111e8ada04e7558b9428052e,1518,content/abd_lineage/00_formal/raw_run/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_11_1.json,eaada97f278686a9290ee64ef36f940a732f9a2220dc2fe25b148610c0cb7e58,1420,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_11_19.json,d101de1a675ba67a7d9b7164262b72a9f40ac87bc09e2ef5abe387251d17af7d,1637,content/abd_lineage/00_formal/raw_run/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_11_19.json,833a556e5b5083d7d174b002aa12283e5c84d147378b90d46878cb104c5b64fb,1539,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_11_31.json,18114cc0c74f66f80177a1defeb85541b31ccb32b38538359a8c7fb2b84b0cb2,1496,content/abd_lineage/00_formal/raw_run/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_11_31.json,cbee17c4fd72f23d67960b236b5d7206911e51b17c9e94e0d02410760b2afdad,1398,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_11_34.json,7ada80f346d643c0d40399e2f20f5f8fee2b2bd1afefdebe9461735ee98d50e0,1600,content/abd_lineage/00_formal/raw_run/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_11_34.json,6b8ba57a9dca74acde12373d083d6ee1535949d5fcc53cf654d460e0ea03a808,1502,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_11_4.json,ebb4441cca390965d89da05afcdc0c4f219093afb66933624aa6c97293eeb6f6,1590,content/abd_lineage/00_formal/raw_run/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_11_4.json,f7b38ef5a830eaab9f8d27559a992d9f4b7eb6b81f1f5431a4f0accc4958400f,1492,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_17_10.json,ac888918879b92886ca634beb4410bf5cf8f5549de5f45539706fdbbd8172157,1509,content/abd_lineage/00_formal/raw_run/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_17_10.json,4de1f860ed62728a44850864f99232f05613aa37a108c8e90b0b36049a7679a2,1411,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_17_13.json,4b1200f1579fd9446bb0296eb1d38009bc750e415c223f2058ce7b5295d4ada9,1577,content/abd_lineage/00_formal/raw_run/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_17_13.json,ae9cbb7f937ba8fc2a2ab7b7f911d4de3e068357ea123cb025391941835c8ec4,1479,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_17_15.json,e7a05ee1f953d213e21e607af8a582509059677a568d6d809ab3b97d9fd3090b,1546,content/abd_lineage/00_formal/raw_run/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_17_15.json,fdcfb8ce9144872a82bc6c11f5bb7b342c5dad360366f5c7ecca867780a612bc,1448,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_17_2.json,eda39a88bba681351890a71a8ae22d8eeec8fd5cea37e3710fa453559b416605,1516,content/abd_lineage/00_formal/raw_run/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_17_2.json,11bfdfbfa94ba33028e733c223a2ef975a74255e6079d4f9c680924ce9cd627c,1418,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_17_21.json,e49e4c543d78301ecde655442c6a3e048c268e1c2a3c8827f7a75666e572bf9e,1469,content/abd_lineage/00_formal/raw_run/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_17_21.json,18b8f17fda917ae0821bc3d095cc33920e5b9a84612d464269c2afddfd4c0858,1371,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_17_23.json,7a505b3c233e2bf2b4b9eadb7b19c67dcc16559721396cee8cb3a625ceaffe7b,1656,content/abd_lineage/00_formal/raw_run/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_17_23.json,d2206e6efe5a0fed5a96625f6d51224dc8c7e1175cb9ccd877a5d47b7c19bbb4,1558,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_17_26.json,29f3aaa4037ce24039502f25df3b91bfc57492b18efff503f882ee20e72ec4f9,1657,content/abd_lineage/00_formal/raw_run/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_17_26.json,52f0dbc067150b71509a50e2858e86fb2be8d399e812f562a922760a7b82ba11,1559,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_17_33.json,85708f78f4d38f34b576a734c28c3d69c892d15f3aa3941c4d06d134821f533c,1545,content/abd_lineage/00_formal/raw_run/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_17_33.json,5e872f42313fd49d4a67c44bc4443cc1abc24a4ea85b9e35b6f4a9a7dcad2140,1447,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_17_38.json,2b79dfceffbcea729fcb36085b4448f8595d0eddf21196cc871866f0a7434a20,1627,content/abd_lineage/00_formal/raw_run/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_17_38.json,c0dfdc48e34c1eced0c2dffac1bb9df71592d9c3b9b4d92ba0ee0cbd3e2a7086,1529,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_23_8.json,b45d6044a9304009ffefef35e0398a718a4ee7f6e051c59a77fa199d99873444,1583,content/abd_lineage/00_formal/raw_run/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_23_8.json,cd0908ec324973075d7cbb2f31dc3cc7c58a4a805e55ec455fdfd846d7707467,1485,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_4_25.json,a8554de8fc70091ccaa12348320564c022441fa312d1e2768a88870136f94fb5,1642,content/abd_lineage/00_formal/raw_run/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_4_25.json,bdd55c9237878297adf25215b43dca607546ec0be1274f6e4b1ae97a05db8219,1544,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_5_20.json,2d775dbe751bd2eca0c1f34b51e63565c5ff99bd93d7cfaeb113d8a417420368,1554,content/abd_lineage/00_formal/raw_run/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_5_20.json,e4314791db118bf508044445da9d8326b0dcb8a7a2a0455b9e13f2892043dfc8,1456,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
outputs/abd_eval300_formal_v1/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_6_14.json,7bf0c0b7446cbde519a9fc2c3147acda61a3fb89504918810d7cde04a9737e71,1570,content/abd_lineage/00_formal/raw_run/task_artifacts/A__41a86310-2cc1-48f9-b5b5-6b495a95fbac_6_14.json,24b0cf4a327fff9d0bad95eea568a2c51afa9bb63c181d3ca96b0626305dc41d,1472,ABD formal raw per-task/run record,absolute_personal_path_redaction_only,1
