question_id,video_id,question_type,gold,A_task_id,A_prediction,A_correct,A_state,A_result_class,A_failure_category,A_input_tokens,A_output_tokens,A_cache_creation_tokens,A_cache_read_tokens,A_cost_usd,A_api_latency_sec,A_route_wall_sec,A_image_count,A_map_present,B_task_id,B_prediction,B_correct,B_state,B_result_class,B_failure_category,B_input_tokens,B_output_tokens,B_cache_creation_tokens,B_cache_read_tokens,B_cost_usd,B_api_latency_sec,B_route_wall_sec,B_image_count,B_map_present,D_task_id,D_prediction,D_correct,D_state,D_result_class,D_failure_category,D_input_tokens,D_output_tokens,D_cache_creation_tokens,D_cache_read_tokens,D_cost_usd,D_api_latency_sec,D_route_wall_sec,D_image_count,D_map_present
6fd90f8d-7a4d-425d-a812-3268db0b0342_14_5,6fd90f8d-7a4d-425d-a812-3268db0b0342,navigation/object_retrieval,E,A:6fd90f8d-7a4d-425d-a812-3268db0b0342_14_5,A,False,terminal_success,valid_answer,,36347,111,0,0,0.036902,1.6528712490107864,1.666019,0,True,B:6fd90f8d-7a4d-425d-a812-3268db0b0342_14_5,C,False,terminal_success,valid_answer,,5926,102,0,0,0.006436,1.6142053060466424,1.626843,9,False,D:6fd90f8d-7a4d-425d-a812-3268db0b0342_14_5,C,False,terminal_success,valid_answer,,41168,143,0,0,0.041883000000000004,2.612080442951992,2.625984,9,True
6fd90f8d-7a4d-425d-a812-3268db0b0342_8_10,6fd90f8d-7a4d-425d-a812-3268db0b0342,reasoning/temporal/duration,C,A:6fd90f8d-7a4d-425d-a812-3268db0b0342_8_10,D,False,terminal_success,valid_answer,,36263,103,0,0,0.036778,1.8043308320920914,1.81792,0,True,B:6fd90f8d-7a4d-425d-a812-3268db0b0342_8_10,D,False,terminal_success,valid_answer,,5306,102,0,0,0.005816,1.9611735680373386,1.97435,8,False,D:6fd90f8d-7a4d-425d-a812-3268db0b0342_8_10,D,False,terminal_success,valid_answer,,40548,98,0,0,0.041038,1.691908500972204,1.704778,8,True
6fd90f8d-7a4d-425d-a812-3268db0b0342_17_5,6fd90f8d-7a4d-425d-a812-3268db0b0342,perception/information_retrieval/factual_recall,A,A:6fd90f8d-7a4d-425d-a812-3268db0b0342_17_5,A,True,terminal_success,valid_answer,,36326,128,0,0,0.036966,1.8404490069951862,1.852913,0,True,B:6fd90f8d-7a4d-425d-a812-3268db0b0342_17_5,C,False,terminal_success,valid_answer,,5904,129,0,0,0.006549,2.3730638390406966,2.388307,9,False,D:6fd90f8d-7a4d-425d-a812-3268db0b0342_17_5,A,True,terminal_success,valid_answer,,41146,145,0,0,0.041871000000000005,2.6241269529564306,2.63838,9,True
6fd90f8d-7a4d-425d-a812-3268db0b0342_12_28,6fd90f8d-7a4d-425d-a812-3268db0b0342,perception/information_retrieval/temporal_distance,A,A:6fd90f8d-7a4d-425d-a812-3268db0b0342_12_28,C,False,terminal_success,valid_answer,,36212,99,0,0,0.036707000000000004,1.8145238539436832,1.828596,0,True,B:6fd90f8d-7a4d-425d-a812-3268db0b0342_12_28,C,False,terminal_success,valid_answer,,9010,124,0,0,0.009630000000000001,2.43792933691293,2.451501,15,False,D:6fd90f8d-7a4d-425d-a812-3268db0b0342_12_28,C,False,terminal_success,valid_answer,,44252,119,0,0,0.044847,2.7363880429184064,2.751022,15,True
6fd90f8d-7a4d-425d-a812-3268db0b0342_4_1,6fd90f8d-7a4d-425d-a812-3268db0b0342,reasoning/temporal/frequency,C,A:6fd90f8d-7a4d-425d-a812-3268db0b0342_4_1,D,False,terminal_success,valid_answer,,36254,154,0,0,0.037024,3.204563762061298,3.217978,0,True,B:6fd90f8d-7a4d-425d-a812-3268db0b0342_4_1,E,False,terminal_success,valid_answer,,5832,114,0,0,0.006402000000000001,1.7104455860098824,1.723474,9,False,D:6fd90f8d-7a4d-425d-a812-3268db0b0342_4_1,D,False,terminal_success,valid_answer,,41074,118,0,0,0.041664,1.9981007180176675,2.012736,9,True
6fd90f8d-7a4d-425d-a812-3268db0b0342_6_8,6fd90f8d-7a4d-425d-a812-3268db0b0342,reasoning/spatial/proximity,B,A:6fd90f8d-7a4d-425d-a812-3268db0b0342_6_8,A,False,terminal_success,valid_answer,,36242,98,0,0,0.036732,1.5039880400290713,1.519177,0,True,B:6fd90f8d-7a4d-425d-a812-3268db0b0342_6_8,E,False,terminal_success,valid_answer,,4210,94,0,0,0.00468,1.7973670330829918,1.814149,6,False,D:6fd90f8d-7a4d-425d-a812-3268db0b0342_6_8,E,False,terminal_success,valid_answer,,39452,115,0,0,0.040027,2.1309517279732972,2.143848,6,True
6fd90f8d-7a4d-425d-a812-3268db0b0342_11_29,6fd90f8d-7a4d-425d-a812-3268db0b0342,perception/information_retrieval/sequence_recall,A,A:6fd90f8d-7a4d-425d-a812-3268db0b0342_11_29,A,True,terminal_success,valid_answer,,36370,137,0,0,0.037055,2.2402838220587,2.254057,0,True,B:6fd90f8d-7a4d-425d-a812-3268db0b0342_11_29,B,False,terminal_success,valid_answer,,4873,140,0,0,0.005573,2.4524399819783866,2.465824,7,False,D:6fd90f8d-7a4d-425d-a812-3268db0b0342_11_29,A,True,terminal_success,valid_answer,,40115,157,0,0,0.0409,2.8433340459596366,2.857875,7,True
6fd90f8d-7a4d-425d-a812-3268db0b0342_1_1,6fd90f8d-7a4d-425d-a812-3268db0b0342,reasoning/causal,B,A:6fd90f8d-7a4d-425d-a812-3268db0b0342_1_1,C,False,terminal_success,valid_answer,,36200,150,0,0,0.036950000000000004,1.9166347780264914,1.929986,0,True,B:6fd90f8d-7a4d-425d-a812-3268db0b0342_1_1,A,False,terminal_success,valid_answer,,8998,100,0,0,0.009498000000000001,1.6775003179209307,1.690784,15,False,D:6fd90f8d-7a4d-425d-a812-3268db0b0342_1_1,C,False,terminal_success,valid_answer,,44240,111,0,0,0.044795,2.010868902085349,2.024765,15,True
6fd90f8d-7a4d-425d-a812-3268db0b0342_14_3,6fd90f8d-7a4d-425d-a812-3268db0b0342,navigation/object_retrieval,C,A:6fd90f8d-7a4d-425d-a812-3268db0b0342_14_3,A,False,terminal_success,valid_answer,,36340,100,0,0,0.03684,2.0169310090132058,2.032555,0,True,B:6fd90f8d-7a4d-425d-a812-3268db0b0342_14_3,A,False,terminal_success,valid_answer,,9664,106,0,0,0.010194,1.9355813700240105,1.951394,16,False,D:6fd90f8d-7a4d-425d-a812-3268db0b0342_14_3,A,False,terminal_success,valid_answer,,44906,105,0,0,0.045431,2.4164126900723204,2.431053,16,True
6fd90f8d-7a4d-425d-a812-3268db0b0342_7_7,6fd90f8d-7a4d-425d-a812-3268db0b0342,reasoning/spatial/relationship,B,A:6fd90f8d-7a4d-425d-a812-3268db0b0342_7_7,A,False,terminal_success,valid_answer,,36253,113,0,0,0.036818000000000004,1.907413701992482,1.920299,0,True,B:6fd90f8d-7a4d-425d-a812-3268db0b0342_7_7,B,True,terminal_success,valid_answer,,5829,82,0,0,0.006239,1.615471497992985,1.628775,9,False,D:6fd90f8d-7a4d-425d-a812-3268db0b0342_7_7,B,True,terminal_success,valid_answer,,41071,86,0,0,0.041501,1.915160286007449,1.928642,9,True
6fd90f8d-7a4d-425d-a812-3268db0b0342_16_5,6fd90f8d-7a4d-425d-a812-3268db0b0342,navigation/object_retrieval_image,E,A:6fd90f8d-7a4d-425d-a812-3268db0b0342_16_5,E,True,terminal_success,valid_answer,,36352,147,0,0,0.037087,2.4188027139753103,2.432121,0,True,B:6fd90f8d-7a4d-425d-a812-3268db0b0342_16_5,C,False,terminal_success,valid_answer,,5931,104,0,0,0.006450999999999999,1.9068828040035442,1.919857,9,False,D:6fd90f8d-7a4d-425d-a812-3268db0b0342_16_5,E,True,terminal_success,valid_answer,,41173,87,0,0,0.041608,2.192566543002613,2.20605,9,True
6fd90f8d-7a4d-425d-a812-3268db0b0342_16_4,6fd90f8d-7a4d-425d-a812-3268db0b0342,navigation/object_retrieval_image,B,A:6fd90f8d-7a4d-425d-a812-3268db0b0342_16_4,A,False,terminal_success,valid_answer,,36350,100,0,0,0.03685,1.7628797510406002,1.776583,0,True,B:6fd90f8d-7a4d-425d-a812-3268db0b0342_16_4,D,False,terminal_success,valid_answer,,9143,96,0,0,0.009623,1.9700183289824054,1.982909,15,False,D:6fd90f8d-7a4d-425d-a812-3268db0b0342_16_4,B,True,terminal_success,valid_answer,,44385,135,0,0,0.04506,2.4334770010318607,2.447546,15,True
6fd90f8d-7a4d-425d-a812-3268db0b0342_18_17,6fd90f8d-7a4d-425d-a812-3268db0b0342,perception/tracking,E,A:6fd90f8d-7a4d-425d-a812-3268db0b0342_18_17,E,True,terminal_success,valid_answer,,36207,114,0,0,0.036777000000000004,1.9478100349660963,1.96273,0,True,B:6fd90f8d-7a4d-425d-a812-3268db0b0342_18_17,B,False,terminal_success,valid_answer,,4180,110,0,0,0.00473,1.8835491059580818,1.897526,6,False,D:6fd90f8d-7a4d-425d-a812-3268db0b0342_18_17,E,True,terminal_success,valid_answer,,39422,102,0,0,0.039931999999999995,2.0112942629493773,2.034199,6,True
6fd90f8d-7a4d-425d-a812-3268db0b0342_21_11,6fd90f8d-7a4d-425d-a812-3268db0b0342,summarization/temporal_sequencing,A,A:6fd90f8d-7a4d-425d-a812-3268db0b0342_21_11,B,False,terminal_success,valid_answer,,36350,165,0,0,0.037175,2.6014445549808443,2.615283,0,True,B:6fd90f8d-7a4d-425d-a812-3268db0b0342_21_11,D,False,terminal_success,valid_answer,,5390,129,0,0,0.0060349999999999996,2.010310896905139,2.023818,8,False,D:6fd90f8d-7a4d-425d-a812-3268db0b0342_21_11,B,False,terminal_success,valid_answer,,40632,153,0,0,0.041397,2.695697095943615,2.709698,8,True
6fd90f8d-7a4d-425d-a812-3268db0b0342_14_4,6fd90f8d-7a4d-425d-a812-3268db0b0342,navigation/object_retrieval,D,A:6fd90f8d-7a4d-425d-a812-3268db0b0342_14_4,A,False,terminal_success,valid_answer,,36345,159,0,0,0.03714,2.329972580075264,2.345635,0,True,B:6fd90f8d-7a4d-425d-a812-3268db0b0342_14_4,C,False,terminal_success,valid_answer,,9133,112,0,0,0.009693,2.210164781077765,2.224685,15,False,D:6fd90f8d-7a4d-425d-a812-3268db0b0342_14_4,C,False,terminal_success,valid_answer,,44375,121,0,0,0.04498,2.4842932290630415,2.499051,15,True
4572b198-2c1c-4920-bcf0-95fcebe12261_13_1,4572b198-2c1c-4920-bcf0-95fcebe12261,navigation/room_to_room,D,A:4572b198-2c1c-4920-bcf0-95fcebe12261_13_1,C,False,terminal_success,valid_answer,,28039,91,0,0,0.028494000000000002,1.8791978020453826,1.892076,0,True,B:4572b198-2c1c-4920-bcf0-95fcebe12261_13_1,E,False,terminal_success,valid_answer,,9044,110,0,0,0.009594,1.9799920259974897,1.993274,15,False,D:4572b198-2c1c-4920-bcf0-95fcebe12261_13_1,A,False,terminal_success,valid_answer,,36076,111,0,0,0.036631,2.105545522994362,2.120222,15,True
4572b198-2c1c-4920-bcf0-95fcebe12261_4_23,4572b198-2c1c-4920-bcf0-95fcebe12261,reasoning/temporal/frequency,E,A:4572b198-2c1c-4920-bcf0-95fcebe12261_4_23,B,False,terminal_success,valid_answer,,28093,117,0,0,0.028678,1.9331857090583071,1.950733,0,True,B:4572b198-2c1c-4920-bcf0-95fcebe12261_4_23,D,False,terminal_success,valid_answer,,9628,113,0,0,0.010192999999999999,1.8329113719519228,1.84669,16,False,D:4572b198-2c1c-4920-bcf0-95fcebe12261_4_23,B,False,terminal_success,valid_answer,,36660,142,0,0,0.03737,3.445380962919444,3.460679,16,True
4572b198-2c1c-4920-bcf0-95fcebe12261_4_3,4572b198-2c1c-4920-bcf0-95fcebe12261,reasoning/temporal/frequency,C,A:4572b198-2c1c-4920-bcf0-95fcebe12261_4_3,E,False,terminal_success,valid_answer,,28082,136,0,0,0.028762,2.267169140977785,2.28083,0,True,B:4572b198-2c1c-4920-bcf0-95fcebe12261_4_3,B,False,terminal_success,valid_answer,,9615,105,0,0,0.01014,2.2614112419541925,2.275096,16,False,D:4572b198-2c1c-4920-bcf0-95fcebe12261_4_3,E,False,terminal_success,valid_answer,,36647,112,0,0,0.037207,2.4700910380342975,2.484963,16,True
4572b198-2c1c-4920-bcf0-95fcebe12261_17_26,4572b198-2c1c-4920-bcf0-95fcebe12261,perception/information_retrieval/factual_recall,B,A:4572b198-2c1c-4920-bcf0-95fcebe12261_17_26,B,True,terminal_success,valid_answer,,27999,107,0,0,0.028534,1.8300728879403323,1.844299,0,True,B:4572b198-2c1c-4920-bcf0-95fcebe12261_17_26,B,True,terminal_success,valid_answer,,4183,119,0,0,0.004778,2.0434598400024697,2.057459,6,False,D:4572b198-2c1c-4920-bcf0-95fcebe12261_17_26,B,True,terminal_success,valid_answer,,31215,123,0,0,0.03183,2.4518416229402646,2.466031,6,True
4572b198-2c1c-4920-bcf0-95fcebe12261_3_21,4572b198-2c1c-4920-bcf0-95fcebe12261,reasoning/predictive,A,A:4572b198-2c1c-4920-bcf0-95fcebe12261_3_21,B,False,terminal_success,valid_answer,,28156,133,0,0,0.028821,1.9882711959071457,2.002956,0,True,B:4572b198-2c1c-4920-bcf0-95fcebe12261_3_21,E,False,terminal_success,valid_answer,,2196,107,0,0,0.002731,1.7856963090598583,1.799751,2,False,D:4572b198-2c1c-4920-bcf0-95fcebe12261_3_21,B,False,terminal_success,valid_answer,,29228,112,0,0,0.029788000000000002,2.0837286700261757,2.097369,2,True
4572b198-2c1c-4920-bcf0-95fcebe12261_2_1,4572b198-2c1c-4920-bcf0-95fcebe12261,reasoning/counterfactual,E,A:4572b198-2c1c-4920-bcf0-95fcebe12261_2_1,D,False,terminal_success,valid_answer,,28052,103,0,0,0.028567000000000002,1.664961959933862,1.677915,0,True,B:4572b198-2c1c-4920-bcf0-95fcebe12261_2_1,D,False,terminal_success,valid_answer,,4230,101,0,0,0.0047350000000000005,1.402740107034333,1.419593,6,False,D:4572b198-2c1c-4920-bcf0-95fcebe12261_2_1,D,False,terminal_success,valid_answer,,31262,105,0,0,0.031786999999999996,2.1220754079986364,2.136903,6,True
4572b198-2c1c-4920-bcf0-95fcebe12261_17_39,4572b198-2c1c-4920-bcf0-95fcebe12261,perception/information_retrieval/factual_recall,D,A:4572b198-2c1c-4920-bcf0-95fcebe12261_17_39,B,False,terminal_success,valid_answer,,27982,119,0,0,0.028576999999999998,2.0180473800282925,2.034224,0,True,B:4572b198-2c1c-4920-bcf0-95fcebe12261_17_39,A,False,terminal_success,valid_answer,,3630,92,0,0,0.00409,1.7617862150073051,1.775752,5,False,D:4572b198-2c1c-4920-bcf0-95fcebe12261_17_39,B,False,terminal_success,valid_answer,,30662,122,0,0,0.031272,2.397017378010787,2.411695,5,True
4572b198-2c1c-4920-bcf0-95fcebe12261_17_15,4572b198-2c1c-4920-bcf0-95fcebe12261,perception/information_retrieval/factual_recall,B,A:4572b198-2c1c-4920-bcf0-95fcebe12261_17_15,E,False,terminal_success,valid_answer,,27976,93,0,0,0.028441,1.5186264460207894,1.535587,0,True,B:4572b198-2c1c-4920-bcf0-95fcebe12261_17_15,C,False,terminal_success,valid_answer,,944,97,0,0,0.001429,1.4934203659649938,1.508536,0,False,D:4572b198-2c1c-4920-bcf0-95fcebe12261_17_15,E,False,terminal_success,valid_answer,,27976,93,0,0,0.028441,1.461252945009619,1.478274,0,True
4572b198-2c1c-4920-bcf0-95fcebe12261_6_24,4572b198-2c1c-4920-bcf0-95fcebe12261,reasoning/spatial/proximity,B,A:4572b198-2c1c-4920-bcf0-95fcebe12261_6_24,D,False,terminal_success,valid_answer,,28016,106,0,0,0.028546,1.941769699100405,1.957814,0,True,B:4572b198-2c1c-4920-bcf0-95fcebe12261_6_24,A,False,terminal_success,valid_answer,,5799,123,0,0,0.006414,2.124841188080609,2.140799,9,False,D:4572b198-2c1c-4920-bcf0-95fcebe12261_6_24,A,False,terminal_success,valid_answer,,32831,95,0,0,0.033306,1.9289137430023402,1.943896,9,True
4572b198-2c1c-4920-bcf0-95fcebe12261_17_10,4572b198-2c1c-4920-bcf0-95fcebe12261,perception/information_retrieval/factual_recall,B,A:4572b198-2c1c-4920-bcf0-95fcebe12261_17_10,B,True,terminal_success,valid_answer,,28009,107,0,0,0.028544,1.5748405540362,1.588954,0,True,B:4572b198-2c1c-4920-bcf0-95fcebe12261_17_10,B,True,terminal_success,valid_answer,,5799,125,0,0,0.006424,1.8783488479675725,1.89349,9,False,D:4572b198-2c1c-4920-bcf0-95fcebe12261_17_10,B,True,terminal_success,valid_answer,,32831,99,0,0,0.033326,2.0761705599725246,2.094278,9,True
4572b198-2c1c-4920-bcf0-95fcebe12261_4_40,4572b198-2c1c-4920-bcf0-95fcebe12261,reasoning/temporal/frequency,A,A:4572b198-2c1c-4920-bcf0-95fcebe12261_4_40,A,True,terminal_success,valid_answer,,28093,112,0,0,0.028653,1.9325153259560466,1.947099,0,True,B:4572b198-2c1c-4920-bcf0-95fcebe12261_4_40,C,False,terminal_success,valid_answer,,5879,110,0,0,0.006429,2.0337620680220425,2.049491,9,False,D:4572b198-2c1c-4920-bcf0-95fcebe12261_4_40,A,True,terminal_success,valid_answer,,32911,125,0,0,0.033536,2.933383852010593,2.950114,9,True
4572b198-2c1c-4920-bcf0-95fcebe12261_17_14,4572b198-2c1c-4920-bcf0-95fcebe12261,perception/information_retrieval/factual_recall,E,A:4572b198-2c1c-4920-bcf0-95fcebe12261_17_14,B,False,terminal_success,valid_answer,,27984,102,0,0,0.028494,1.7338097899919376,1.749136,0,True,B:4572b198-2c1c-4920-bcf0-95fcebe12261_17_14,B,False,terminal_success,valid_answer,,4168,97,0,0,0.004653,1.6004322880180553,1.615709,6,False,D:4572b198-2c1c-4920-bcf0-95fcebe12261_17_14,B,False,terminal_success,valid_answer,,31200,95,0,0,0.031675,1.8595368129899725,1.874961,6,True
4572b198-2c1c-4920-bcf0-95fcebe12261_8_13,4572b198-2c1c-4920-bcf0-95fcebe12261,reasoning/temporal/duration,E,A:4572b198-2c1c-4920-bcf0-95fcebe12261_8_13,E,True,terminal_success,valid_answer,,28024,145,0,0,0.028749,2.558386991964653,2.574567,0,True,B:4572b198-2c1c-4920-bcf0-95fcebe12261_8_13,E,True,terminal_success,valid_answer,,992,109,0,0,0.0015370000000000002,1.4968072948977351,1.512937,0,False,D:4572b198-2c1c-4920-bcf0-95fcebe12261_8_13,E,True,terminal_success,valid_answer,,28024,145,0,0,0.028749,2.540944649023004,2.557345,0,True
4572b198-2c1c-4920-bcf0-95fcebe12261_17_29,4572b198-2c1c-4920-bcf0-95fcebe12261,perception/information_retrieval/factual_recall,A,A:4572b198-2c1c-4920-bcf0-95fcebe12261_17_29,C,False,terminal_success,valid_answer,,28672,164,0,0,0.029492,2.374060294008814,2.390487,0,True,B:4572b198-2c1c-4920-bcf0-95fcebe12261_17_29,C,False,terminal_success,valid_answer,,9140,142,0,0,0.009850000000000001,2.616836203960702,2.632618,14,False,D:4572b198-2c1c-4920-bcf0-95fcebe12261_17_29,C,False,terminal_success,valid_answer,,36172,136,0,0,0.036852,2.739201952004805,2.756961,14,True
4572b198-2c1c-4920-bcf0-95fcebe12261_7_5,4572b198-2c1c-4920-bcf0-95fcebe12261,reasoning/spatial/relationship,C,A:4572b198-2c1c-4920-bcf0-95fcebe12261_7_5,C,True,terminal_success,valid_answer,,28026,114,0,0,0.028596,1.9336502479854971,1.952522,0,True,B:4572b198-2c1c-4920-bcf0-95fcebe12261_7_5,C,True,terminal_success,valid_answer,,5815,97,0,0,0.0063,1.8866463650483638,1.903701,9,False,D:4572b198-2c1c-4920-bcf0-95fcebe12261_7_5,C,True,terminal_success,valid_answer,,32847,105,0,0,0.033372,2.0976636110572144,2.113867,9,True
4572b198-2c1c-4920-bcf0-95fcebe12261_15_1,4572b198-2c1c-4920-bcf0-95fcebe12261,navigation/room_to_room_image,C,A:4572b198-2c1c-4920-bcf0-95fcebe12261_15_1,D,False,terminal_success,valid_answer,,28126,148,0,0,0.028866000000000003,2.3113463260233402,2.328073,0,True,B:4572b198-2c1c-4920-bcf0-95fcebe12261_15_1,C,True,terminal_success,valid_answer,,9667,117,0,0,0.010252,1.8536912490380928,1.871964,16,False,D:4572b198-2c1c-4920-bcf0-95fcebe12261_15_1,D,False,terminal_success,valid_answer,,36699,93,0,0,0.037164,1.854359062970616,1.869842,16,True
